video_title,category,country_name,lifetime_duration,tweetvol,tweetsent,individualism,uncertainty_avoidance,neg_sentiment,neu_sentiment,pos_sentiment,averageRating,sequel,Drama,Horror,Mystery,Action,Adventure,Comedy,Romance,Thriller,Crime,Animation,highest_rank
The Lincoln Lawyer: Season 1,TV,United States,5,106,5.333333333333333,91,46,9,49,48,7.7,1,1,0,1,0,0,0,0,0,1,0,1
The Losers,Films,United States,2,11,0.75,91,46,4,4,3,6.2,0,0,0,0,1,1,1,0,0,0,0,3
The Lost Daughter,Films,Brazil,2,22,6,38,76,2,8,12,6.7,0,1,0,0,0,0,0,0,0,0,0,3
The Lost Daughter,Films,Mexico,2,24,1.75,30,82,4,13,7,6.7,0,1,0,0,0,0,0,0,0,0,0,4
The Lost Daughter,Films,United Kingdom,3,51,1.7692307692307692,89,35,13,15,23,6.7,0,1,0,0,0,0,0,0,0,0,0,3
The Lost Daughter,Films,United States,2,134,2.6363636363636362,91,46,22,54,58,6.7,0,1,0,0,0,0,0,0,0,0,0,2
The Loud House Movie,Films,United States,2,101,52,91,46,1,48,52,6.1,0,0,0,0,0,1,1,0,0,0,1,4
The Magnificent Seven,Films,United Kingdom,3,5,1,89,35,1,3,1,6.8,0,0,0,0,1,1,0,0,0,0,0,2
The Man from Toronto,Films,United Kingdom,2,6,2,89,35,1,3,2,5.8,0,0,0,0,1,1,1,0,0,0,0,1
The Man from Toronto,Films,United States,2,44,3.6666666666666665,91,46,6,16,22,5.8,0,0,0,0,1,1,1,0,0,0,0,2
The Matrix,Films,United Kingdom,1,216,3.8823529411764706,89,35,17,133,66,8.7,0,0,0,0,1,0,0,0,0,0,0,4
The Missing: Season 1,TV,United Kingdom,4,10,1,89,35,2,6,2,8.2,1,1,0,1,0,0,0,0,0,1,0,5
The Missing: Season 2,TV,United Kingdom,2,10,1,89,35,2,6,2,8.2,1,1,0,1,0,0,0,0,0,1,0,9
The Mist,Films,United States,2,28,0.6,91,46,10,12,6,7.1,0,0,1,0,0,0,0,0,1,0,0,3
The Mitchells vs. The Machines,Films,United States,1,84,6.571428571428571,91,46,7,31,46,7.6,0,0,0,0,0,1,1,0,0,0,1,9
The Old Ways,Films,Mexico,2,6,4,30,82,1,1,4,5.4,0,1,1,0,0,0,0,0,0,0,0,1
The Old Ways,Films,United States,1,13,0.25,91,46,4,8,1,5.4,0,1,1,0,0,0,0,0,0,0,0,8
The Other Guys,Films,United States,1,27,5,91,46,2,15,10,6.6,0,0,0,0,1,0,1,0,0,1,0,7
The Paedophile Hunter,Films,United Kingdom,1,3,1,89,35,1,1,1,6.7,0,0,0,0,0,0,0,0,0,0,0,8
The Power of the Dog,Films,Brazil,2,79,8.4,38,76,5,32,42,6.8,0,1,0,0,0,0,0,1,0,0,0,2
The Power of the Dog,Films,France,2,30,1.6666666666666667,71,86,6,14,10,6.8,0,1,0,0,0,0,0,1,0,0,0,3
The Power of the Dog,Films,Mexico,1,71,3.625,30,82,8,34,29,6.8,0,1,0,0,0,0,0,1,0,0,0,3
The Power of the Dog,Films,United Kingdom,2,102,2.625,89,35,16,44,42,6.8,0,1,0,0,0,0,0,1,0,0,0,7
The Power of the Dog,Films,United States,2,300,6.142857142857143,91,46,21,150,129,6.8,0,1,0,0,0,0,0,1,0,0,0,1
The Queen of Flow: Season 2,TV,United States,7,7,1.5,91,46,2,2,3,7.7,1,1,0,0,0,0,0,0,0,0,0,3
The Royals: Season 1,TV,United Kingdom,1,23,2,89,35,5,8,10,7.4,1,1,0,0,0,0,0,0,0,0,0,10
The Secret: Season 1,TV,United Kingdom,1,29,7,89,35,2,13,14,7.2,0,1,0,0,0,0,0,0,1,0,0,8
The Serpent: Limited Series,TV,United Kingdom,2,10,0.6,89,35,5,2,3,7.6,0,1,0,0,0,0,0,0,1,1,0,5
The Seven Deadly Sins: Dragon's Judgement,TV,United Kingdom,1,2,1,89,35,1,0,1,7.9,0,0,0,0,1,1,0,0,0,0,1,5
The Seven Deadly Sins: Dragon's Judgement,TV,United States,1,13,0.3333333333333333,91,46,6,5,2,7.9,0,0,0,0,1,1,0,0,0,0,1,5
The Shack,Films,United States,4,18,2.3333333333333335,91,46,3,8,7,6.2,0,1,0,0,0,0,0,0,0,0,0,2
The Silent Sea: Season 1,TV,Brazil,1,21,1.4,38,76,5,9,7,6.9,1,1,0,1,0,1,0,0,0,0,0,8
The Silent Sea: Season 1,TV,France,1,8,4,71,86,1,3,4,6.9,1,1,0,1,0,1,0,0,0,0,0,5
The Silent Sea: Season 1,TV,United Kingdom,1,25,1.375,89,35,8,6,11,6.9,1,1,0,1,0,1,0,0,0,0,0,7
The Silent Sea: Season 1,TV,United States,1,40,1.1818181818181819,91,46,11,16,13,6.9,1,1,0,1,0,1,0,0,0,0,0,5
The Sinner: Season 4: Percy,TV,Brazil,1,75,1.3571428571428572,38,76,14,42,19,7.9,1,1,0,1,0,0,0,0,0,1,0,9
The Sinner: Season 4: Percy,TV,Mexico,1,10,1,30,82,2,6,2,7.9,1,1,0,1,0,0,0,0,0,1,0,7
The Sinner: Season 4: Percy,TV,United Kingdom,4,25,1.4,89,35,5,13,7,7.9,1,1,0,1,0,0,0,0,0,1,0,2
The Sound of Magic: Season 1,TV,Mexico,1,5,0.5,30,82,2,2,1,7.6,0,1,0,0,0,0,0,0,0,0,0,7
The Staircase: Season 1,TV,United Kingdom,1,67,1.0526315789473684,89,35,19,28,20,7.8,1,1,0,0,0,0,0,0,0,1,0,9
The Swarm,Films,Brazil,2,4,1,38,76,1,2,1,5.3,0,1,1,0,0,0,0,0,0,0,0,5
The Tinder Swindler,Films,France,4,3,1,71,86,1,1,1,7.1,0,0,0,0,0,0,0,0,0,1,0,1
The Tinder Swindler,Films,Mexico,3,17,0.14285714285714285,30,82,7,9,1,7.1,0,0,0,0,0,0,0,0,0,1,0,1
The Tinder Swindler,Films,United Kingdom,5,86,0.34146341463414637,89,35,41,31,14,7.1,0,0,0,0,0,0,0,0,0,1,0,1
The Tinder Swindler,Films,United States,4,191,0.2840909090909091,91,46,88,78,25,7.1,0,0,0,0,0,0,0,0,0,1,0,1
The Town,Films,United States,2,199,11.571428571428571,91,46,7,111,81,7.5,0,1,0,0,0,0,0,0,1,1,0,5
The Trip,Films,United States,1,32,6.5,91,46,2,17,13,6.9,0,0,1,0,1,0,1,0,0,0,0,6
The Ultimatum: Marry or Move On: Season 1,TV,United Kingdom,3,5,1,89,35,2,1,2,5.5,1,0,0,0,0,0,0,0,0,0,0,3
The Umbrella Academy: Season 1,TV,Brazil,2,234,1.0833333333333333,38,76,60,109,65,7.9,1,0,0,0,1,1,1,0,0,0,0,6
The Umbrella Academy: Season 1,TV,France,2,12,1,71,86,3,6,3,7.9,1,0,0,0,1,1,1,0,0,0,0,4
The Umbrella Academy: Season 1,TV,Mexico,1,63,1.2,30,82,5,52,6,7.9,1,0,0,0,1,1,1,0,0,0,0,10
The Umbrella Academy: Season 1,TV,United Kingdom,2,44,4.5,89,35,4,22,18,7.9,1,0,0,0,1,1,1,0,0,0,0,7
The Umbrella Academy: Season 1,TV,United States,2,289,1.1,91,46,70,142,77,7.9,1,0,0,0,1,1,1,0,0,0,0,6
The Umbrella Academy: Season 2,TV,United Kingdom,1,44,4.5,89,35,4,22,18,7.9,1,0,0,0,1,1,1,0,0,0,0,10
The Umbrella Academy: Season 3,TV,Brazil,2,234,1.1,38,76,60,108,66,7.9,1,0,0,0,1,1,1,0,0,0,0,1
The Umbrella Academy: Season 3,TV,France,2,12,1,71,86,3,6,3,7.9,1,0,0,0,1,1,1,0,0,0,0,1
The Umbrella Academy: Season 3,TV,Mexico,2,63,1.2,30,82,5,52,6,7.9,1,0,0,0,1,1,1,0,0,0,0,1
The Umbrella Academy: Season 3,TV,United Kingdom,2,44,4.5,89,35,4,22,18,7.9,1,0,0,0,1,1,1,0,0,0,0,1
The Umbrella Academy: Season 3,TV,United States,2,289,1.0857142857142856,91,46,70,142,76,7.9,1,0,0,0,1,1,1,0,0,0,0,1
The Unforgivable,Films,Brazil,3,19,1.75,38,76,4,8,7,7.1,0,1,0,0,0,0,0,0,0,1,0,1
The Unforgivable,Films,Mexico,4,7,4,30,82,1,2,4,7.1,0,1,0,0,0,0,0,0,0,1,0,1
The Unforgivable,Films,United States,4,157,1.1627906976744187,91,46,43,64,50,7.1,0,1,0,0,0,0,0,0,0,1,0,1
The Vault,Films,United States,4,41,8,91,46,2,23,16,6.4,0,0,0,0,1,1,0,0,1,0,0,1
The Walking Dead: Season 10,TV,France,4,95,3.3846153846153846,71,86,13,38,44,8.1,1,1,1,0,0,0,0,0,1,0,0,6
The Walking Dead: Season 10,TV,United States,2,2161,0.8009950248756219,91,46,603,1054,483,8.1,1,1,1,0,0,0,0,0,1,0,0,4
The Weekend Away,Films,United Kingdom,3,10,0.5,89,35,4,4,2,5.6,0,1,0,1,0,0,0,0,0,1,0,1
The Weekend Away,Films,United States,2,35,0.7692307692307693,91,46,13,12,10,5.6,0,1,0,1,0,0,0,0,0,1,0,3
The Witcher: Nightmare of the Wolf,Films,Brazil,1,9,3,38,76,1,5,3,7.2,1,0,0,0,1,1,0,0,0,0,1,9
The Witcher: Nightmare of the Wolf,Films,France,1,4,2,71,86,1,1,2,7.2,1,0,0,0,1,1,0,0,0,0,1,8
The Witcher: Nightmare of the Wolf,Films,United States,1,20,3,91,46,2,12,6,7.2,1,0,0,0,1,1,0,0,0,0,1,7
The Witcher: Season 1,TV,Brazil,3,426,1.8125,38,76,64,246,116,8.1,1,1,0,0,1,1,0,0,0,0,0,4
The Witcher: Season 1,TV,France,5,119,4.6,71,86,10,63,46,8.1,1,1,0,0,1,1,0,0,0,0,0,3
The Witcher: Season 1,TV,Mexico,3,82,1.8571428571428572,30,82,14,42,26,8.1,1,1,0,0,1,1,0,0,0,0,0,5
The Witcher: Season 1,TV,United Kingdom,5,262,4.2592592592592595,89,35,27,120,115,8.1,1,1,0,0,1,1,0,0,0,0,0,2
The Witcher: Season 1,TV,United States,5,823,2.5315315315315314,91,46,111,423,281,8.1,1,1,0,0,1,1,0,0,0,0,0,2
The Witcher: Season 2,TV,Brazil,5,426,1.8125,38,76,64,246,116,8.1,1,1,0,0,1,1,0,0,0,0,0,1
The Witcher: Season 2,TV,France,6,119,4.6,71,86,10,63,46,8.1,1,1,0,0,1,1,0,0,0,0,0,1
The Witcher: Season 2,TV,Mexico,5,82,1.8571428571428572,30,82,14,42,26,8.1,1,1,0,0,1,1,0,0,0,0,0,1
The Witcher: Season 2,TV,United Kingdom,5,262,4.2592592592592595,89,35,27,120,115,8.1,1,1,0,0,1,1,0,0,0,0,0,1
The Witcher: Season 2,TV,United States,6,823,2.5315315315315314,91,46,111,423,281,8.1,1,1,0,0,1,1,0,0,0,0,0,1
The Woman in the House Across the Street from the Girl in the Window: Season 1,TV,United Kingdom,4,20,0.8,89,35,5,11,4,6.4,0,1,0,0,0,0,1,0,0,1,0,2
The Woman in the House Across the Street from the Girl in the Window: Season 1,TV,United States,3,150,0.6727272727272727,91,46,55,57,37,6.4,0,1,0,0,0,0,1,0,0,1,0,2
There's Someone Inside Your House,Films,Brazil,1,5,2,38,76,1,2,2,4.8,0,0,1,1,0,0,0,0,1,0,0,3
There's Someone Inside Your House,Films,United Kingdom,1,4,1,89,35,1,2,1,4.8,0,0,1,1,0,0,0,0,1,0,0,5
There's Someone Inside Your House,Films,United States,1,45,1.1818181818181819,91,46,11,21,13,4.8,0,0,1,1,0,0,0,0,1,0,0,3
Thirty-Nine: Season 1,TV,Japan,11,2,1,46,92,1,0,1,7.3,1,1,0,0,0,1,1,0,0,0,0,2
This Is the End,Films,France,1,7,3,71,86,1,3,3,6.6,0,0,0,0,0,0,1,0,0,0,0,10
Tides,Films,United States,1,39,4.333333333333333,91,46,3,23,13,5.4,0,0,0,0,1,1,0,0,0,0,0,3
Tiger King 2,TV,United Kingdom,2,60,0.6111111111111112,89,35,18,31,11,7.5,0,0,0,0,0,0,0,0,0,1,0,1
Tiger King 2,TV,United States,2,314,0.7466666666666667,91,46,75,183,56,7.5,0,0,0,0,0,0,0,0,0,1,0,1
Till Death,Films,United States,1,189,0.27,91,46,100,61,27,5.8,0,0,0,0,0,0,0,0,1,0,0,10
Titanic,Films,United States,6,398,1.2615384615384615,91,46,65,251,82,7.9,0,1,0,0,0,0,0,1,0,0,0,2
Titans: Season 1,TV,France,1,20,4,71,86,2,10,8,7.6,1,0,0,0,1,1,0,0,0,1,0,10
Titans: Season 3,TV,Brazil,3,130,0.7073170731707317,38,76,41,60,29,7.6,1,0,0,0,1,1,0,0,0,1,0,3
Titans: Season 3,TV,France,3,20,4,71,86,2,10,8,7.6,1,0,0,0,1,1,0,0,0,1,0,3
Titans: Season 3,TV,Mexico,2,287,1.0892857142857142,30,82,56,170,61,7.6,1,0,0,0,1,1,0,0,0,1,0,4
Titans: Season 3,TV,United Kingdom,3,228,1.15,89,35,60,99,69,7.6,1,0,0,0,1,1,0,0,0,1,0,2
Todos queremos a alguien,Films,Mexico,1,4,1,30,82,1,2,1,6.4,0,0,0,0,0,0,1,1,0,0,0,4
Tomb Raider,Films,United Kingdom,2,237,3.590909090909091,89,35,22,136,79,6.3,0,0,0,0,1,1,0,0,0,0,0,3
Too Hot to Handle: Brazil: Season 1,TV,Brazil,3,7,0.3333333333333333,38,76,3,3,1,5.4,1,0,0,0,0,0,0,1,0,0,0,3
Too Hot to Handle: Season 2,TV,Brazil,1,7,3,38,76,1,3,3,4.7,1,0,0,0,0,0,0,1,0,0,0,8
Too Hot to Handle: Season 2,TV,France,2,5,0.5,71,86,2,2,1,4.7,1,0,0,0,0,0,0,1,0,0,0,4
Too Hot to Handle: Season 2,TV,United Kingdom,3,74,0.5217391304347826,89,35,23,39,12,4.7,1,0,0,0,0,0,0,1,0,0,0,1
Too Hot to Handle: Season 2,TV,United States,2,215,0.4939759036144578,91,46,83,91,41,4.7,1,0,0,0,0,0,0,1,0,0,0,4
Too Hot to Handle: Season 3,TV,France,1,5,0.5,71,86,2,2,1,4.7,1,0,0,0,0,0,0,1,0,0,0,7
Too Hot to Handle: Season 3,TV,United Kingdom,2,74,0.5217391304347826,89,35,23,39,12,4.7,1,0,0,0,0,0,0,1,0,0,0,5
Too Hot to Handle: Season 3,TV,United States,2,215,0.5060240963855421,91,46,83,90,42,4.7,1,0,0,0,0,0,0,1,0,0,0,4
Top Boy: Season 1,TV,United Kingdom,4,133,1.6428571428571428,89,35,28,59,46,8.4,1,1,0,0,0,0,0,0,1,1,0,3
Top Boy: Season 2,TV,United Kingdom,5,133,1.6428571428571428,89,35,28,59,46,8.4,1,1,0,0,0,0,0,0,1,1,0,1
Top Boy: Season 2,TV,United States,1,126,0.6818181818181818,91,46,44,52,30,8.4,1,1,0,0,0,0,0,0,1,1,0,10
Top Gun,Films,United States,2,2607,6.362573099415204,91,46,171,1345,1088,6.9,1,1,0,0,1,0,0,0,0,0,0,4
Toscana,Films,Brazil,2,20,1.5,38,76,2,15,3,5.7,0,1,0,0,0,0,0,1,0,0,0,5
Toscana,Films,United States,1,30,8,91,46,1,21,8,5.7,0,1,0,0,0,0,0,1,0,0,0,8
Toy Boy: Season 1,TV,Brazil,1,71,0.6086956521739131,38,76,23,34,14,6.5,1,0,0,0,1,1,0,0,0,1,0,8
Toy Boy: Season 2,TV,Brazil,2,71,0.6086956521739131,38,76,23,34,14,6.5,1,0,0,0,1,1,0,0,0,1,0,4
Trollhunters: Rise of the Titans,Films,Mexico,1,3,2,30,82,1,0,2,6.6,1,0,0,0,1,1,0,0,0,0,1,3
Trollhunters: Rise of the Titans,Films,United Kingdom,1,3,1,89,35,1,1,1,6.6,1,0,0,0,1,1,0,0,0,0,1,9
Trollhunters: Rise of the Titans,Films,United States,1,16,0.75,91,46,8,2,6,6.6,1,0,0,0,1,1,0,0,0,0,1,8
Trolls,Films,Brazil,1,8,1,38,76,2,4,2,6.4,0,0,0,0,0,1,1,0,0,0,1,9
True Story: Limited Series,TV,Brazil,1,27,0.5,38,76,6,18,3,7.4,0,1,0,0,0,0,0,0,1,1,0,4
True Story: Limited Series,TV,France,1,76,0.4444444444444444,71,86,18,50,8,7.4,0,1,0,0,0,0,0,0,1,1,0,7
True Story: Limited Series,TV,United Kingdom,3,575,1.0113636363636365,89,35,88,398,89,7.4,0,1,0,0,0,0,0,0,1,1,0,2
True Story: Limited Series,TV,United States,3,3543,1.3294117647058823,91,46,510,2348,678,7.4,0,1,0,0,0,0,0,0,1,1,0,1
Turbo,Films,Mexico,1,36,0.75,30,82,4,29,3,6.4,0,0,0,0,0,1,1,0,0,0,1,8
Twenty Five Twenty One: Season 1,TV,Mexico,1,16,3,30,82,3,4,9,8.6,0,1,0,0,0,0,0,1,0,0,0,8
Twentysomethings: Austin: Season 1,TV,United States,1,73,0.4473684210526316,91,46,38,18,17,6.2,0,0,0,0,0,0,0,0,0,0,0,7
Twilight,Films,France,2,31,4.5,71,86,2,20,9,5.3,0,1,0,0,0,0,0,1,0,0,0,2
Twilight,Films,United States,3,590,1.8860759493670887,91,46,79,362,149,5.3,0,1,0,0,0,0,0,1,0,0,0,1
U.S. Marshals,Films,United States,2,25,0.2727272727272727,91,46,11,11,3,6.5,0,0,0,0,1,0,0,0,1,1,0,2
Underworld,Films,United Kingdom,1,27,2.5,89,35,2,20,5,7,0,0,0,0,1,0,0,0,1,0,0,9
Unfaithful,Films,United Kingdom,1,3,0.5,89,35,2,0,1,6.7,0,1,0,0,0,0,0,1,1,0,0,10
Untold: Malice at the Palace,Films,United States,2,52,0.8823529411764706,91,46,17,20,15,7.5,0,0,0,0,0,0,0,0,0,1,0,7
Us,Films,France,2,225,0.20634920634920634,71,86,63,149,13,6.8,0,0,1,1,0,0,0,0,1,0,0,5
Us,Films,Japan,1,48,0.2,46,92,5,42,1,6.8,0,0,1,1,0,0,0,0,1,0,0,7
Valeria: Season 2,TV,Brazil,1,15,1,38,76,3,9,3,6.5,1,1,0,0,0,1,1,0,0,0,0,8
Valeria: Season 2,TV,France,3,4,2,71,86,1,1,2,6.5,1,1,0,0,0,1,1,0,0,0,0,4
Van Helsing: Season 5,TV,Brazil,1,28,0.45454545454545453,38,76,11,12,5,6.2,1,1,0,0,1,0,0,0,0,0,0,9
Van Helsing: Season 5,TV,United Kingdom,1,16,1,89,35,4,8,4,6.2,1,1,0,0,1,0,0,0,0,0,0,6
Vendetta,Films,United Kingdom,1,20,1.75,89,35,4,9,7,4.7,0,1,0,0,1,0,0,0,0,0,0,5
Venom,Films,Brazil,4,308,3.0555555555555554,38,76,18,235,55,6.6,0,0,0,0,1,1,0,0,0,0,0,1
Venom,Films,France,3,62,2.3333333333333335,71,86,6,42,14,6.6,0,0,0,0,1,1,0,0,0,0,0,2
Venom,Films,Mexico,4,301,1.7333333333333334,30,82,30,219,52,6.6,0,0,0,0,1,1,0,0,0,0,0,1
Vikings: Valhalla: Season 1,TV,Brazil,3,70,0.8888888888888888,38,76,18,36,16,7.3,1,1,0,0,1,1,0,0,0,0,0,1
Vikings: Valhalla: Season 1,TV,France,4,11,2,71,86,1,8,2,7.3,1,1,0,0,1,1,0,0,0,0,0,1
Vikings: Valhalla: Season 1,TV,Mexico,3,25,1.75,30,82,4,14,7,7.3,1,1,0,0,1,1,0,0,0,0,0,2
Vikings: Valhalla: Season 1,TV,United Kingdom,3,33,9.5,89,35,2,12,19,7.3,1,1,0,0,1,1,0,0,0,0,0,1
Vikings: Valhalla: Season 1,TV,United States,3,78,1.8461538461538463,91,46,13,41,24,7.3,1,1,0,0,1,1,0,0,0,0,0,2
Villain,Films,United Kingdom,2,32,1.7142857142857142,89,35,7,13,12,5.9,0,1,0,0,1,0,0,0,0,1,0,2
Virgin River: Season 1,TV,United Kingdom,1,40,2,89,35,10,10,20,7.4,1,1,0,0,0,0,0,1,0,0,0,7
Virgin River: Season 1,TV,United States,2,189,0.7142857142857143,91,46,70,69,50,7.4,1,1,0,0,0,0,0,1,0,0,0,8
Virgin River: Season 2,TV,United States,1,189,0.7142857142857143,91,46,70,69,50,7.4,1,1,0,0,0,0,0,1,0,0,0,10
Virgin River: Season 3,TV,Brazil,4,85,1.7777777777777777,38,76,18,35,32,7.4,1,1,0,0,0,0,0,1,0,0,0,3
Virgin River: Season 3,TV,France,4,4,2,71,86,1,1,2,7.4,1,1,0,0,0,0,0,1,0,0,0,2
Virgin River: Season 3,TV,Mexico,2,4,0.5,30,82,2,1,1,7.4,1,1,0,0,0,0,0,1,0,0,0,5
Virgin River: Season 3,TV,United Kingdom,6,40,2,89,35,10,10,20,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Virgin River: Season 3,TV,United States,5,189,0.7142857142857143,91,46,70,69,50,7.4,1,1,0,0,0,0,0,1,0,0,0,1
Vivo,Films,Brazil,3,283,0.3235294117647059,38,76,102,148,33,6.7,0,0,0,0,0,1,1,0,0,0,1,2
Vivo,Films,France,2,12,2,71,86,1,9,2,6.7,0,0,0,0,0,1,1,0,0,0,1,2
Vivo,Films,Mexico,4,89,17,30,82,1,71,17,6.7,0,0,0,0,0,1,1,0,0,0,1,2
Vivo,Films,United Kingdom,4,17,2.3333333333333335,89,35,3,7,7,6.7,0,0,0,0,0,1,1,0,0,0,1,2
Vivo,Films,United States,9,120,7.571428571428571,91,46,7,60,53,6.7,0,0,0,0,0,1,1,0,0,0,1,2
War of the Worlds,Films,United States,1,67,0.8421052631578947,91,46,19,32,16,6.5,0,0,0,0,1,1,0,0,0,0,0,6
Warcraft,Films,Brazil,2,50,5.5,38,76,2,37,11,6.7,0,0,0,0,1,1,0,0,0,0,0,3
Warrior,Films,United States,1,875,3.6206896551724137,91,46,87,472,315,8.2,0,1,0,0,1,0,0,0,0,0,0,10
Welcome to Eden: Season 1,TV,Brazil,3,3,1,38,76,1,1,1,5.5,1,1,0,0,1,0,0,0,0,0,0,1
Welcome to Eden: Season 1,TV,United States,1,19,1.2,91,46,5,8,6,5.5,1,1,0,0,1,0,0,0,0,0,0,3
Who Killed Sara?: Season 3,TV,United States,1,81,0.3333333333333333,91,46,39,29,13,6.4,1,1,0,1,0,0,0,0,0,1,0,4
Widows,Films,United Kingdom,1,16,4,89,35,2,6,8,6.8,0,1,0,0,0,0,0,0,1,1,0,3
Wild Card,Films,United States,1,541,1.948051948051948,91,46,77,314,150,5.6,0,1,0,0,1,0,0,0,0,1,0,8
Wind River,Films,United States,3,14,1.5,91,46,4,4,6,7.7,0,1,0,1,0,0,0,0,0,1,0,7
Windfall,Films,United Kingdom,2,16,0.14285714285714285,89,35,7,8,1,5.7,0,1,0,0,0,0,0,0,1,1,0,4
Windfall,Films,United States,2,37,1.5714285714285714,91,46,7,19,11,5.7,0,1,0,0,0,0,0,0,1,1,0,6
Workin' Moms: Season 6,TV,United Kingdom,2,12,2,89,35,3,3,6,7.8,1,1,0,0,0,0,1,0,0,0,0,4
Workin' Moms: Season 6,TV,United States,2,52,1.3333333333333333,91,46,15,17,20,7.8,1,1,0,0,0,0,1,0,0,0,0,5
World Trade Center,Films,France,1,68,0.2,71,86,30,32,6,6,0,1,0,0,0,0,0,0,1,0,0,9
World Trade Center,Films,United Kingdom,2,52,0.3333333333333333,89,35,12,36,4,6,0,1,0,0,0,0,0,0,1,0,0,6
Worst Roommate Ever: Season 1,TV,United Kingdom,2,18,0.75,89,35,8,4,6,7.1,0,0,0,0,0,0,0,0,1,1,0,3
Worst Roommate Ever: Season 1,TV,United States,3,153,0.6617647058823529,91,46,68,39,45,7.1,0,0,0,0,0,0,0,0,1,1,0,1
Worth,Films,France,1,3,1,71,86,1,1,1,6.8,0,1,0,0,0,0,0,0,0,0,0,7
Worth,Films,United Kingdom,1,37,13,89,35,1,23,13,6.8,0,1,0,0,0,0,0,0,0,0,0,3
Worth,Films,United States,1,176,1.6896551724137931,91,46,29,98,49,6.8,0,1,0,0,0,0,0,0,0,0,0,2
Wrong Turn,Films,United Kingdom,2,16,0.5,89,35,8,4,4,6.1,0,0,1,0,0,0,0,0,1,0,0,5
Ya veremos,Films,Mexico,2,3,2,30,82,1,0,2,5.8,0,1,0,0,0,0,0,0,0,0,0,2
Yara,Films,Brazil,2,8,0.6666666666666666,38,76,3,3,2,6.3,0,1,0,0,0,0,0,0,1,1,0,6
Yara,Films,United Kingdom,1,4,1,89,35,1,2,1,6.3,0,1,0,0,0,0,0,0,1,1,0,9
Yesterday,Films,Mexico,1,41,4.333333333333333,30,82,3,25,13,6.8,0,0,0,0,0,0,1,0,0,0,0,10
"Yo soy Betty, la fea: Season 1",TV,Mexico,53,28,1.6,30,82,5,15,8,8.3,1,1,0,0,0,0,1,1,0,0,0,1
You Don't Know Me: Season 1,TV,United Kingdom,1,78,2.3684210526315788,89,35,19,14,45,6.8,0,1,0,0,0,0,0,0,0,1,0,7
You: Season 1,TV,Brazil,1,227,0.85,38,76,60,116,51,7.7,1,1,0,0,0,0,0,1,0,1,0,7
You: Season 1,TV,France,2,61,2.375,71,86,8,34,19,7.7,1,1,0,0,0,0,0,1,0,1,0,9
You: Season 1,TV,Mexico,1,136,1.5833333333333333,30,82,12,105,19,7.7,1,1,0,0,0,0,0,1,0,1,0,7
You: Season 1,TV,United Kingdom,3,462,2.4,89,35,65,241,156,7.7,1,1,0,0,0,0,0,1,0,1,0,4
You: Season 1,TV,United States,3,2689,1.2057142857142857,91,46,525,1525,633,7.7,1,1,0,0,0,0,0,1,0,1,0,5
You: Season 2,TV,Brazil,1,227,0.8666666666666667,38,76,60,115,52,7.7,1,1,0,0,0,0,0,1,0,1,0,10
You: Season 2,TV,United Kingdom,4,462,2.4,89,35,65,241,156,7.7,1,1,0,0,0,0,0,1,0,1,0,6
You: Season 2,TV,United States,2,2689,1.2057142857142857,91,46,525,1525,633,7.7,1,1,0,0,0,0,0,1,0,1,0,7
You: Season 3,TV,Brazil,5,227,0.85,38,76,60,116,51,7.7,1,1,0,0,0,0,0,1,0,1,0,1
You: Season 3,TV,France,7,61,2.375,71,86,8,34,19,7.7,1,1,0,0,0,0,0,1,0,1,0,1
You: Season 3,TV,Mexico,5,136,1.5833333333333333,30,82,12,105,19,7.7,1,1,0,0,0,0,0,1,0,1,0,1
You: Season 3,TV,United Kingdom,6,462,2.4,89,35,65,241,156,7.7,1,1,0,0,0,0,0,1,0,1,0,1
You: Season 3,TV,United States,6,2689,1.2080152671755726,91,46,524,1525,633,7.7,1,1,0,0,0,0,0,1,0,1,0,1
